loan_id,date_key,grade_key,purpose_key,ownership_key,status_key,term_months,term_label,loan_amnt,int_rate,installment,emp_length,emp_length_num,annual_inc,annual_inc_capped,annual_inc_flagged,dti,dti_band,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,recoveries,collection_recovery_fee,delinq_2yrs,revol_util,total_acc,loan_to_income_pct,repayment_progress_pct,income_band,loan_size_band
100701,20251201,6,3,3,2,36,36 months,33800,20.65,1267.35,10+ years,10,54100,54100,0,30.77,Very High (30+),23097.46,14602.32,12411.97,2190.35,0.0,0.0,0,73.3,24,62.48,36.72,50–75K,Very Large (20K+)
100702,20250701,18,2,3,2,36,36 months,26100,22.77,1007.2,5 years,5,47000,47000,0,9.88,Low (0–10),11066.15,18490.7,15717.09,2773.61,0.0,0.0,1,39.5,19,55.53,60.22,30–50K,Very Large (20K+)
100703,20260501,8,5,2,2,36,36 months,25900,18.09,937.52,10+ years,10,50700,50700,0,3.6,Low (0–10),10628.46,17806.61,15135.62,2670.99,0.0,0.0,0,75.9,25,51.08,58.44,50–75K,Very Large (20K+)
100704,20260201,18,2,1,2,36,36 months,10900,22.5,419.1,5 years,5,56300,56300,0,33.72,Very High (30+),9575.39,2706.74,2300.73,406.01,0.0,0.0,0,76.2,26,19.36,21.11,50–75K,Large (10–20K)
100705,20250401,21,2,3,2,60,60 months,15700,27.03,479.69,2 years,2,37700,37700,0,22.9,High (20–30),7330.78,9420.17,8007.14,1413.03,0.0,0.0,1,58.5,6,41.64,51.0,30–50K,Large (10–20K)
100706,20260501,20,4,2,2,60,60 months,17700,17.76,447.16,10+ years,10,53100,53100,0,36.67,Very High (30+),15672.85,2289.66,1946.21,343.45,0.0,0.0,0,31.9,5,33.33,11.0,50–75K,Large (10–20K)
100707,20251201,18,5,3,2,36,36 months,31600,27.18,1293.13,10+ years,10,66200,66200,0,16.16,Medium (10–20),18327.83,16344.24,13892.6,2451.64,0.0,0.0,0,25.7,36,47.73,43.96,50–75K,Very Large (20K+)
100708,20250301,11,4,3,2,60,60 months,9800,16.02,238.42,1 year,1,32600,32600,0,35.53,Very High (30+),5498.38,5521.66,4693.41,828.25,0.0,0.0,0,79.1,15,30.06,47.89,30–50K,Medium (5–10K)
100709,20241001,10,4,3,2,60,60 months,34600,14.42,812.64,7 years,7,44600,44600,0,31.84,Very High (30+),14102.89,22587.29,19199.2,3388.09,0.0,0.0,0,41.1,22,77.58,55.49,30–50K,Very Large (20K+)
100710,20240901,15,3,3,2,36,36 months,24800,18.15,898.45,7 years,7,65700,65700,0,21.69,High (20–30),12410.68,15679.65,13327.7,2351.95,0.0,0.0,0,35.7,24,37.75,53.74,50–75K,Very Large (20K+)
100711,20241101,21,2,2,2,36,36 months,18100,19.37,666.86,2 years,2,107100,107100,0,3.51,Low (0–10),9878.95,10403.76,8843.2,1560.56,0.0,0.0,2,68.8,18,16.9,48.86,Over 100K,Large (10–20K)
100712,20241201,7,3,2,2,60,60 months,25500,24.14,735.66,1 year,1,125400,125400,0,36.97,Very High (30+),22671.16,4765.71,4050.85,714.86,0.0,0.0,1,79.9,38,20.33,15.89,Over 100K,Very Large (20K+)
100713,20250201,2,3,3,2,36,36 months,17900,12.64,600.02,1 year,1,74300,74300,0,24.06,High (20–30),13654.75,6505.95,5530.06,975.89,0.0,0.0,0,73.5,11,24.09,30.89,50–75K,Large (10–20K)
100714,20250801,12,6,3,2,60,60 months,13100,11.69,289.35,3 years,3,53600,53600,0,11.13,Medium (10–20),3963.46,10110.12,8593.6,1516.52,0.0,0.0,0,72.9,33,24.44,65.6,50–75K,Large (10–20K)
100715,20250501,13,1,1,2,36,36 months,11500,28.9,481.29,7 years,7,93600,93600,0,6.6,Low (0–10),7199.68,4340.49,3689.42,651.07,0.0,0.0,0,71.6,16,12.29,32.08,75–100K,Large (10–20K)
100716,20250901,4,6,1,2,60,60 months,19300,16.4,473.45,1 year,1,53300,53300,0,12.6,Medium (10–20),8488.07,12711.71,10804.95,1906.76,0.0,0.0,0,80.3,36,36.21,55.98,50–75K,Large (10–20K)
100717,20250901,19,3,1,2,36,36 months,28000,31.13,1206.04,3 years,3,79500,79500,0,6.63,Low (0–10),26050.74,2054.28,1746.14,308.14,0.0,0.0,1,8.4,34,35.22,6.24,75–100K,Very Large (20K+)
100718,20250301,1,3,1,2,60,60 months,11000,23.41,312.69,3 years,3,103600,103600,0,18.5,Medium (10–20),5313.26,5814.77,4942.55,872.22,0.0,0.0,0,67.9,14,10.62,44.93,Over 100K,Large (10–20K)
100719,20240701,19,2,2,3,36,36 months,17900,13.2,604.85,7 years,7,128700,128700,0,31.61,Very High (30+),11871.27,7850.13,6672.61,1177.52,1189.09,214.04,0,39.3,17,13.91,37.28,Over 100K,Large (10–20K)
100720,20251001,30,3,1,2,60,60 months,31400,14.7,742.07,3 years,3,56000,56000,0,31.3,Very High (30+),10309.77,22528.71,19149.4,3379.31,0.0,0.0,2,7.6,15,56.07,60.99,50–75K,Very Large (20K+)
100721,20251101,1,3,1,2,60,60 months,34700,6.81,684.0,1 year,1,36200,36200,0,9.91,Low (0–10),14114.46,21818.07,18545.36,3272.71,0.0,0.0,0,29.4,31,95.86,53.44,30–50K,Very Large (20K+)
100722,20240801,22,7,2,2,36,36 months,27000,19.23,992.86,< 1 year,0,35700,35700,0,22.55,High (20–30),16247.88,14507.18,12331.1,2176.08,0.0,0.0,1,16.9,9,75.63,45.67,30–50K,Very Large (20K+)
100723,20250501,2,2,2,2,60,60 months,14600,27.93,453.97,< 1 year,0,85900,85900,0,15.51,Medium (10–20),8023.58,7164.93,6090.19,1074.74,0.0,0.0,0,17.1,31,17.0,41.71,75–100K,Large (10–20K)
100724,20241001,19,3,1,2,36,36 months,6000,27.24,245.72,10+ years,10,66000,66000,0,11.52,Medium (10–20),5326.26,1398.46,1188.69,209.77,0.0,0.0,0,84.1,27,9.09,19.81,50–75K,Medium (5–10K)
100725,20250401,18,5,3,1,36,36 months,27400,17.26,980.43,7 years,7,99700,99700,0,37.46,Very High (30+),12525.79,17066.23,14506.3,2559.93,3761.47,677.06,1,40.9,3,27.48,52.94,75–100K,Very Large (20K+)
100726,20250401,22,2,1,2,36,36 months,18800,13.64,639.26,1 year,1,66400,66400,0,25.02,High (20–30),11925.0,9126.75,7757.74,1369.01,0.0,0.0,1,6.6,12,28.31,41.26,50–75K,Large (10–20K)
100727,20250701,9,3,2,2,60,60 months,20000,15.95,485.83,3 years,3,65400,65400,0,9.89,Low (0–10),17320.54,5289.78,4496.31,793.47,0.0,0.0,0,43.7,11,30.58,22.48,50–75K,Large (10–20K)
100728,20250201,21,2,3,2,36,36 months,24100,16.02,847.52,3 years,3,92200,92200,0,10.1,Medium (10–20),12926.23,12523.84,10645.26,1878.58,0.0,0.0,2,70.3,31,26.14,44.17,75–100K,Very Large (20K+)
100729,20260501,18,2,1,2,36,36 months,5500,17.1,196.36,10+ years,10,57800,57800,0,29.23,High (20–30),2875.76,3262.22,2772.89,489.33,0.0,0.0,1,43.7,29,9.52,50.42,50–75K,Medium (5–10K)
100730,20251201,15,7,2,2,36,36 months,28600,16.47,1012.14,10+ years,10,58500,58500,0,30.84,Very High (30+),23050.37,5950.01,5057.51,892.5,0.0,0.0,0,6.1,34,48.89,17.68,50–75K,Very Large (20K+)
100731,20250301,11,1,2,2,60,60 months,34400,22.77,965.21,10+ years,10,47600,47600,0,3.1,Low (0–10),31654.36,7401.75,6291.49,1110.26,0.0,0.0,1,55.8,13,72.27,18.29,30–50K,Very Large (20K+)
100732,20260501,21,4,1,2,36,36 months,32100,27.56,1320.15,5 years,5,167400,149500,1,37.59,Very High (30+),24577.04,9710.94,8254.3,1456.64,0.0,0.0,1,8.0,25,19.18,25.71,Over 100K,Very Large (20K+)
100733,20260301,26,2,3,5,60,60 months,31300,27.47,964.57,5 years,5,46700,46700,0,32.83,Very High (30+),11650.27,20794.55,17675.37,3119.18,0.0,0.0,0,55.4,36,67.02,56.47,30–50K,Very Large (20K+)
100734,20240701,13,2,1,2,36,36 months,6100,26.51,247.43,2 years,2,54400,54400,0,19.3,Medium (10–20),3918.55,2269.25,1928.86,340.39,0.0,0.0,0,91.2,21,11.21,31.62,50–75K,Medium (5–10K)
100735,20250101,25,3,2,2,60,60 months,5400,32.38,182.68,1 year,1,31700,31700,0,23.72,High (20–30),4687.94,1520.27,1292.23,228.04,0.0,0.0,0,80.8,25,17.03,23.93,30–50K,Medium (5–10K)
100736,20250601,9,2,3,2,36,36 months,5400,26.66,219.47,10+ years,10,31700,31700,0,26.83,High (20–30),2271.47,3770.23,3204.7,565.53,0.0,0.0,0,13.4,28,17.03,59.35,30–50K,Medium (5–10K)
100737,20250701,3,3,3,2,36,36 months,9900,22.53,380.81,7 years,7,55100,55100,0,15.32,Medium (10–20),3976.26,6939.31,5898.41,1040.9,0.0,0.0,0,15.6,36,17.97,59.58,50–75K,Medium (5–10K)
100738,20250701,25,2,1,1,36,36 months,4900,23.24,190.29,10+ years,10,49700,49700,0,9.06,Low (0–10),3801.91,1167.91,992.72,175.19,426.83,76.83,0,61.0,13,9.86,20.26,30–50K,Small (<5K)
100739,20241101,12,4,3,2,36,36 months,16800,24.3,661.76,10+ years,10,84000,84000,0,31.07,Very High (30+),9424.56,8456.77,7188.25,1268.52,0.0,0.0,2,6.7,7,20.0,42.79,75–100K,Large (10–20K)
100740,20250401,17,6,1,2,60,60 months,3200,11.18,69.86,< 1 year,0,44200,44200,0,21.48,High (20–30),1181.54,2079.59,1767.65,311.94,0.0,0.0,1,76.2,15,7.24,55.24,30–50K,Small (<5K)
100741,20250501,27,3,2,2,36,36 months,30000,19.3,1104.24,1 year,1,62000,62000,0,9.39,Low (0–10),22755.97,10284.88,8742.15,1542.73,0.0,0.0,1,50.9,16,48.39,29.14,50–75K,Very Large (20K+)
100742,20250701,18,6,1,2,60,60 months,25000,21.55,684.09,3 years,3,96600,96600,0,21.58,High (20–30),16554.81,9220.84,7837.71,1383.13,0.0,0.0,1,81.0,16,25.88,31.35,75–100K,Very Large (20K+)
100743,20251201,18,3,1,2,60,60 months,15100,25.43,447.02,2 years,2,44300,44300,0,10.35,Medium (10–20),11661.66,4592.91,3903.97,688.94,0.0,0.0,0,41.4,38,34.09,25.85,30–50K,Large (10–20K)
100744,20251201,2,3,2,2,36,36 months,9000,18.73,328.68,7 years,7,75600,75600,0,17.42,Medium (10–20),5413.12,4147.24,3525.15,622.09,0.0,0.0,0,91.2,37,11.9,39.17,75–100K,Medium (5–10K)
100745,20240801,29,3,1,2,60,60 months,8200,23.21,232.15,< 1 year,0,64800,64800,0,26.16,High (20–30),3534.07,5659.22,4810.34,848.88,0.0,0.0,0,11.3,12,12.65,58.66,50–75K,Medium (5–10K)
100746,20260301,10,3,3,3,60,60 months,11000,24.5,319.65,< 1 year,0,95400,95400,0,33.04,Very High (30+),5052.7,5995.12,5095.85,899.27,199.6,35.93,0,66.8,36,11.53,46.33,75–100K,Large (10–20K)
100747,20240901,16,7,3,2,60,60 months,16400,14.59,386.63,10+ years,10,42600,42600,0,6.0,Low (0–10),5736.77,11826.9,10052.86,1774.04,0.0,0.0,2,36.4,8,38.5,61.3,30–50K,Large (10–20K)
100748,20260301,21,3,1,2,60,60 months,34100,23.4,969.15,7 years,7,70800,70800,0,22.83,High (20–30),15376.38,23218.43,19735.67,3482.76,0.0,0.0,1,8.2,3,48.16,57.88,50–75K,Very Large (20K+)
100749,20250201,11,3,1,2,60,60 months,21800,18.95,564.9,< 1 year,0,33600,33600,0,29.88,High (20–30),16979.36,7077.62,6015.98,1061.64,0.0,0.0,0,88.1,29,64.88,27.6,30–50K,Very Large (20K+)
100750,20260301,9,1,3,2,36,36 months,2500,24.72,99.03,7 years,7,67200,67200,0,16.51,Medium (10–20),2148.89,633.57,538.53,95.04,0.0,0.0,0,37.6,28,3.72,21.54,50–75K,Small (<5K)
100751,20241201,9,2,1,2,36,36 months,3300,18.79,120.61,7 years,7,95400,95400,0,31.15,Very High (30+),1928.19,1779.24,1512.35,266.89,0.0,0.0,1,78.9,25,3.46,45.83,75–100K,Small (<5K)
100752,20241001,26,2,3,1,36,36 months,9700,14.67,334.69,5 years,5,82700,82700,0,36.9,Very High (30+),8236.38,2309.47,1963.05,346.42,1014.22,182.56,0,60.5,32,11.73,20.24,75–100K,Medium (5–10K)
100753,20260101,18,3,1,1,36,36 months,34400,21.32,1301.68,7 years,7,58900,58900,0,6.6,Low (0–10),17128.43,19775.48,16809.16,2966.32,4704.68,846.84,0,35.2,19,58.4,48.86,50–75K,Very Large (20K+)
100754,20250201,21,4,1,2,36,36 months,22300,15.87,782.57,5 years,5,49400,49400,0,3.18,Low (0–10),7257.49,18173.34,15447.34,2726.0,0.0,0.0,0,65.7,6,45.14,69.27,30–50K,Very Large (20K+)
100755,20250601,21,4,3,6,36,36 months,5400,12.2,179.87,5 years,5,55300,55300,0,29.94,High (20–30),2752.57,3110.42,2643.86,466.56,0.0,0.0,1,94.1,19,9.76,48.96,50–75K,Medium (5–10K)
100756,20251001,12,4,3,2,60,60 months,16400,26.09,491.9,7 years,7,50900,50900,0,15.08,Medium (10–20),12458.09,4753.0,4040.05,712.95,0.0,0.0,0,71.7,26,32.22,24.63,50–75K,Large (10–20K)
100757,20260101,13,3,1,2,36,36 months,9100,13.71,309.74,1 year,1,57200,57200,0,17.04,Medium (10–20),3211.42,5904.19,5018.56,885.63,0.0,0.0,0,41.9,34,15.91,55.15,50–75K,Medium (5–10K)
100758,20250401,13,1,1,2,36,36 months,34400,19.8,1274.92,10+ years,10,42900,42900,0,15.78,Medium (10–20),30676.79,5137.0,4366.45,770.55,0.0,0.0,0,91.3,6,80.19,12.69,30–50K,Very Large (20K+)
100759,20260401,17,3,1,2,60,60 months,22300,29.86,719.56,5 years,5,65000,65000,0,32.86,Very High (30+),13363.89,11969.94,10174.45,1795.49,0.0,0.0,3,62.7,10,34.31,45.63,50–75K,Very Large (20K+)
100760,20250601,23,2,1,2,60,60 months,5700,26.4,172.01,2 years,2,74500,74500,0,31.91,Very High (30+),2908.86,3082.87,2620.44,462.43,0.0,0.0,1,78.1,34,7.65,45.97,50–75K,Medium (5–10K)
100761,20251201,5,3,1,2,36,36 months,4100,26.16,165.54,1 year,1,41200,41200,0,34.7,Very High (30+),2278.88,2118.32,1800.57,317.75,0.0,0.0,1,75.5,13,9.95,43.92,30–50K,Small (<5K)
100762,20260201,9,3,1,2,36,36 months,12800,20.89,481.52,5 years,5,67000,67000,0,14.8,Medium (10–20),6918.43,6428.39,5464.13,964.26,0.0,0.0,1,10.8,37,19.1,42.69,50–75K,Large (10–20K)
100763,20260601,20,3,1,2,36,36 months,31700,26.96,1293.48,< 1 year,0,53200,53200,0,5.3,Low (0–10),27617.69,7324.62,6225.93,1098.69,0.0,0.0,0,91.5,27,59.59,19.64,50–75K,Very Large (20K+)
100764,20260301,16,4,3,2,36,36 months,29300,23.38,1140.01,1 year,1,66700,66700,0,21.18,High (20–30),12348.98,19485.02,16562.27,2922.75,0.0,0.0,1,16.1,21,43.93,56.53,50–75K,Very Large (20K+)
100765,20250101,24,3,1,2,60,60 months,14900,15.14,355.57,< 1 year,0,30600,30600,0,5.64,Low (0–10),13940.92,1930.01,1640.51,289.5,0.0,0.0,0,46.9,35,48.69,11.01,30–50K,Large (10–20K)
100766,20250301,14,2,3,2,60,60 months,21600,27.89,671.1,3 years,3,38700,38700,0,4.27,Low (0–10),11753.27,13019.82,11066.85,1952.97,0.0,0.0,0,28.9,14,55.81,51.24,30–50K,Very Large (20K+)
100767,20241101,15,5,3,2,60,60 months,9700,12.41,217.79,1 year,1,74100,74100,0,22.76,High (20–30),7838.76,1883.67,1601.12,282.55,0.0,0.0,1,18.5,35,13.09,16.51,50–75K,Medium (5–10K)
100768,20250701,12,3,3,2,36,36 months,30700,12.79,1031.3,3 years,3,44900,44900,0,10.81,Medium (10–20),23288.31,10544.07,8962.46,1581.61,0.0,0.0,0,34.7,21,68.37,29.19,30–50K,Very Large (20K+)
100769,20250301,11,5,3,6,36,36 months,9000,10.26,291.5,1 year,1,88700,88700,0,18.38,Medium (10–20),2848.23,6921.74,5883.48,1038.26,0.0,0.0,0,80.6,7,10.15,65.37,75–100K,Medium (5–10K)
100770,20250701,9,5,1,2,60,60 months,25100,10.45,538.88,10+ years,10,74800,74800,0,29.56,High (20–30),18214.78,8299.95,7054.96,1244.99,0.0,0.0,1,91.1,26,33.56,28.11,50–75K,Very Large (20K+)
100771,20240801,10,5,3,2,36,36 months,7200,15.43,251.11,5 years,5,136200,136200,0,37.6,Very High (30+),6327.98,1241.07,1054.91,186.16,0.0,0.0,0,85.7,38,5.29,14.65,Over 100K,Medium (5–10K)
100772,20250601,2,4,3,2,36,36 months,29300,6.03,891.76,7 years,7,37100,37100,0,8.91,Low (0–10),12472.9,19187.56,16309.43,2878.13,0.0,0.0,0,9.5,7,78.98,55.66,30–50K,Very Large (20K+)
100773,20241101,14,3,1,2,60,60 months,9200,18.13,234.27,10+ years,10,71600,71600,0,30.77,Very High (30+),5257.86,4667.14,3967.07,700.07,0.0,0.0,0,94.3,28,12.85,43.12,50–75K,Medium (5–10K)
100774,20250501,13,4,2,2,36,36 months,21200,28.39,881.38,3 years,3,105000,105000,0,10.95,Medium (10–20),16347.6,5041.69,4285.44,756.25,0.0,0.0,0,16.7,10,20.19,20.21,Over 100K,Very Large (20K+)
100775,20241201,3,2,3,2,36,36 months,18600,13.59,632.01,5 years,5,71200,71200,0,3.26,Low (0–10),16643.28,4067.62,3457.48,610.14,0.0,0.0,0,24.5,34,26.12,18.59,50–75K,Large (10–20K)
100776,20250301,18,4,1,2,36,36 months,33300,15.64,1164.82,10+ years,10,22400,22400,0,5.23,Low (0–10),26771.33,10532.95,8953.01,1579.94,0.0,0.0,1,56.8,6,148.66,26.89,Under 30K,Very Large (20K+)
100777,20260401,7,6,2,2,36,36 months,14700,20.78,552.16,2 years,2,54600,54600,0,34.24,Very High (30+),6904.49,8410.06,7148.55,1261.51,0.0,0.0,1,12.4,23,26.92,48.63,50–75K,Large (10–20K)
100778,20241201,1,6,1,2,60,60 months,25800,24.91,755.9,7 years,7,39000,39000,0,14.92,Medium (10–20),8223.95,17824.49,15150.82,2673.67,0.0,0.0,0,69.7,32,66.15,58.72,30–50K,Very Large (20K+)
100779,20250501,1,1,3,2,36,36 months,28800,21.72,1095.72,5 years,5,43800,43800,0,22.44,High (20–30),16334.68,13180.8,11203.68,1977.12,0.0,0.0,0,67.4,28,65.75,38.9,30–50K,Very Large (20K+)
100780,20260501,6,3,1,2,36,36 months,3600,17.51,129.27,3 years,3,40400,40400,0,28.5,High (20–30),2491.7,1469.51,1249.08,220.43,0.0,0.0,0,45.1,22,8.91,34.7,30–50K,Small (<5K)
100781,20260201,3,4,1,2,60,60 months,27000,16.64,665.8,< 1 year,0,44000,44000,0,9.86,Low (0–10),19679.72,10241.16,8704.99,1536.17,0.0,0.0,0,84.5,37,61.36,32.24,30–50K,Very Large (20K+)
100782,20250901,20,2,1,2,36,36 months,10300,30.77,441.61,3 years,3,39000,39000,0,26.58,High (20–30),8539.62,2876.11,2444.69,431.42,0.0,0.0,1,80.2,30,26.41,23.73,30–50K,Large (10–20K)
100783,20260401,1,3,2,2,60,60 months,5600,22.6,156.58,1 year,1,71900,71900,0,27.98,High (20–30),3343.41,2532.34,2152.49,379.85,0.0,0.0,0,20.1,12,7.79,38.44,50–75K,Medium (5–10K)
100784,20260301,15,5,1,1,36,36 months,6000,26.13,242.16,5 years,5,60800,60800,0,5.0,Low (0–10),3922.1,2738.84,2328.01,410.83,165.88,29.86,0,34.5,26,9.87,38.8,50–75K,Medium (5–10K)
100785,20260401,8,2,3,2,36,36 months,20500,11.3,674.06,5 years,5,45500,45500,0,11.31,Medium (10–20),6225.08,14366.55,12211.57,2154.98,0.0,0.0,0,73.7,19,45.05,59.57,30–50K,Very Large (20K+)
100786,20251101,14,5,1,2,36,36 months,14300,26.86,582.73,7 years,7,71800,71800,0,28.17,High (20–30),7667.31,8198.96,6969.12,1229.84,0.0,0.0,0,53.9,34,19.92,48.74,50–75K,Large (10–20K)
100787,20240901,18,5,1,2,36,36 months,22700,17.3,812.71,2 years,2,73000,73000,0,7.82,Low (0–10),13712.95,10415.07,8852.81,1562.26,0.0,0.0,0,88.2,25,31.1,39.0,50–75K,Very Large (20K+)
100788,20250101,7,3,2,2,36,36 months,6000,10.5,195.01,2 years,2,66900,66900,0,30.76,Very High (30+),2941.63,3215.29,2733.0,482.29,0.0,0.0,2,90.7,3,8.97,45.55,50–75K,Medium (5–10K)
100789,20240701,8,2,1,2,36,36 months,24200,12.87,813.88,1 year,1,31200,31200,0,17.51,Medium (10–20),16584.31,10868.89,9238.56,1630.33,0.0,0.0,0,47.6,25,77.56,38.18,30–50K,Very Large (20K+)
100790,20250701,6,2,3,2,36,36 months,18700,9.73,601.03,3 years,3,72300,72300,0,7.29,Low (0–10),7988.72,12855.88,10927.5,1928.38,0.0,0.0,0,38.8,25,25.86,58.44,50–75K,Large (10–20K)
100791,20241201,28,3,1,2,36,36 months,14300,22.83,552.28,2 years,2,20200,20200,0,22.04,High (20–30),9150.9,5663.5,4813.97,849.53,0.0,0.0,3,91.1,9,70.79,33.66,Under 30K,Large (10–20K)
100792,20251201,22,3,3,2,60,60 months,19700,16.95,489.07,10+ years,10,88700,88700,0,20.99,High (20–30),11903.58,8439.09,7173.23,1265.86,0.0,0.0,0,91.4,28,22.21,36.41,75–100K,Large (10–20K)
100793,20260601,14,4,1,2,36,36 months,15200,12.93,511.64,< 1 year,0,54500,54500,0,23.06,High (20–30),14099.31,2302.17,1956.84,345.33,0.0,0.0,0,86.7,19,27.89,12.87,50–75K,Large (10–20K)
100794,20260501,12,3,3,2,60,60 months,11800,26.68,358.06,10+ years,10,46600,46600,0,6.1,Low (0–10),9550.39,3417.68,2905.03,512.65,0.0,0.0,0,20.1,30,25.32,24.62,30–50K,Large (10–20K)
100795,20250401,14,3,3,2,60,60 months,18300,17.69,461.62,7 years,7,192100,149500,1,14.0,Medium (10–20),16297.92,2780.2,2363.17,417.03,0.0,0.0,1,57.4,10,9.53,12.91,Over 100K,Large (10–20K)
100796,20250601,26,3,1,2,36,36 months,20900,35.42,950.41,10+ years,10,22500,22500,0,24.07,High (20–30),12062.51,11782.76,10015.35,1767.41,0.0,0.0,1,44.6,22,92.89,47.92,Under 30K,Very Large (20K+)
100797,20240901,4,2,3,2,36,36 months,28400,25.39,1135.05,3 years,3,59800,59800,0,30.48,Very High (30+),19996.9,8679.67,7377.72,1301.95,0.0,0.0,0,86.1,14,47.49,25.98,50–75K,Very Large (20K+)
100798,20250701,4,4,3,2,36,36 months,10800,24.25,425.13,5 years,5,78200,78200,0,8.81,Low (0–10),6193.74,5751.1,4888.44,862.66,0.0,0.0,1,35.8,17,13.81,45.26,75–100K,Large (10–20K)
100799,20250401,5,2,2,2,60,60 months,8600,9.0,178.52,10+ years,10,120200,120200,0,23.22,High (20–30),3215.04,6504.87,5529.14,975.73,0.0,0.0,0,62.0,34,7.15,64.29,Over 100K,Medium (5–10K)
100800,20250401,16,3,2,2,60,60 months,22900,14.2,535.22,< 1 year,0,43300,43300,0,20.41,High (20–30),20934.47,1986.58,1688.59,297.99,0.0,0.0,0,7.2,12,52.89,7.37,30–50K,Very Large (20K+)
100801,20251201,13,6,3,2,36,36 months,32400,29.69,1369.94,< 1 year,0,75600,75600,0,26.94,High (20–30),26350.42,9995.84,8496.46,1499.38,0.0,0.0,0,26.3,24,42.86,26.22,75–100K,Very Large (20K+)
100802,20250501,33,3,2,2,60,60 months,22400,18.99,580.95,< 1 year,0,131600,131600,0,28.62,High (20–30),14583.36,9208.61,7827.32,1381.29,0.0,0.0,5,5.3,20,17.02,34.94,Over 100K,Very Large (20K+)
100803,20251201,7,2,3,2,36,36 months,5700,14.21,195.39,10+ years,10,87200,87200,0,14.96,Medium (10–20),3700.83,2378.91,2022.07,356.84,0.0,0.0,0,79.5,25,6.54,35.47,75–100K,Medium (5–10K)
100804,20260401,11,3,2,2,60,60 months,33500,13.57,772.04,2 years,2,53900,53900,0,25.71,High (20–30),10970.41,25478.03,21656.33,3821.7,0.0,0.0,0,7.9,38,62.15,64.65,50–75K,Very Large (20K+)
100805,20250801,12,3,1,2,60,60 months,11500,24.56,334.58,7 years,7,66200,66200,0,37.09,Very High (30+),7237.49,4726.1,4017.19,708.91,0.0,0.0,1,90.0,38,17.37,34.93,50–75K,Large (10–20K)
100806,20250501,7,2,1,2,36,36 months,10900,25.97,438.99,5 years,5,59000,59000,0,8.11,Low (0–10),10134.37,1901.9,1616.62,285.28,0.0,0.0,0,22.3,16,18.47,14.83,50–75K,Large (10–20K)
100807,20260401,33,3,2,2,36,36 months,5500,17.82,198.34,5 years,5,61700,61700,0,29.19,High (20–30),3182.42,2997.55,2547.92,449.63,0.0,0.0,2,80.2,37,8.91,46.33,50–75K,Medium (5–10K)
100808,20260301,25,7,1,2,36,36 months,7700,13.0,259.44,7 years,7,45900,45900,0,19.25,Medium (10–20),5737.7,3039.28,2583.39,455.89,0.0,0.0,0,67.3,17,16.78,33.55,30–50K,Medium (5–10K)
100809,20251101,11,7,3,2,60,60 months,13900,12.77,314.63,7 years,7,54200,54200,0,22.33,High (20–30),7892.06,7371.11,6265.44,1105.67,0.0,0.0,2,84.7,10,25.65,45.08,50–75K,Large (10–20K)
100810,20240701,26,4,1,2,60,60 months,13200,15.52,317.64,< 1 year,0,68300,68300,0,36.0,Very High (30+),4348.07,8855.64,7527.29,1328.35,0.0,0.0,1,10.6,8,19.33,57.02,50–75K,Large (10–20K)
100811,20250601,4,2,3,2,36,36 months,23200,17.83,836.76,5 years,5,47800,47800,0,23.35,High (20–30),20652.08,2751.5,2338.78,412.72,0.0,0.0,0,55.6,13,48.54,10.08,30–50K,Very Large (20K+)
100812,20240901,25,1,3,2,60,60 months,29800,18.35,762.41,7 years,7,111600,111600,0,21.92,High (20–30),25752.46,8201.73,6971.47,1230.26,0.0,0.0,0,11.0,5,26.7,23.39,Over 100K,Very Large (20K+)
100813,20250401,8,2,1,2,60,60 months,12100,9.1,251.76,3 years,3,34500,34500,0,22.48,High (20–30),6345.03,6092.38,5178.52,913.86,0.0,0.0,0,50.8,3,35.07,42.8,30–50K,Large (10–20K)
100814,20241101,13,3,1,2,60,60 months,22700,23.3,643.84,2 years,2,73800,73800,0,24.74,High (20–30),20689.22,4603.83,3913.26,690.57,0.0,0.0,0,26.5,12,30.76,17.24,50–75K,Very Large (20K+)
100815,20241101,22,7,3,3,60,60 months,2200,17.15,54.85,10+ years,10,50400,50400,0,16.83,Medium (10–20),1790.19,417.95,355.26,62.69,423.14,76.17,1,67.4,14,4.37,16.15,50–75K,Small (<5K)
100816,20240901,31,3,3,2,60,60 months,19500,18.26,497.93,< 1 year,0,91300,91300,0,26.27,High (20–30),15087.97,5703.01,4847.56,855.45,0.0,0.0,1,24.0,14,21.36,24.86,75–100K,Large (10–20K)
100817,20260101,22,3,3,2,60,60 months,3200,12.76,72.42,3 years,3,87300,87300,0,16.92,Medium (10–20),1004.59,2549.96,2167.47,382.49,0.0,0.0,2,34.4,11,3.67,67.73,75–100K,Small (<5K)
100818,20241101,2,7,3,2,36,36 months,30100,17.87,1086.23,1 year,1,45000,45000,0,32.74,Very High (30+),19937.84,14482.51,12310.13,2172.38,0.0,0.0,1,31.2,24,66.89,40.9,30–50K,Very Large (20K+)
100819,20240801,13,4,2,2,60,60 months,5800,23.04,163.64,10+ years,10,120000,120000,0,4.25,Low (0–10),2920.62,3375.37,2869.06,506.31,0.0,0.0,0,66.0,6,4.83,49.47,Over 100K,Medium (5–10K)
